nCount_RNA	group	1_-9_-9_0.5_0.5_0.5_x	1_-9_-9_0.5_0.5_0.5_y	1_-9_-9_0.5_0.5_0.5_x_expression	1_-9_-9_0.5_0.5_0.5_y_expression	1_-9_-9_0.5_0.5_-0.5_x	1_-9_-9_0.5_0.5_-0.5_y	1_-9_-9_0.5_0.5_-0.5_x_expression	1_-9_-9_0.5_0.5_-0.5_y_expression	1_-9_-9_0.5_0.5_0_x	1_-9_-9_0.5_0.5_0_y	1_-9_-9_0.5_0.5_0_x_expression	1_-9_-9_0.5_0.5_0_y_expression
20716	group3	7	12	-8.551346625864571	-8.014252677168596	3	3	-9.049696033685029	-8.577846283396445	4	3	-8.763505394056534	-9.092487571071702
13075	group3	1	1	-9.158011240945786	-9.739075005356575	0	2	-9.81853116485787	-8.793668699111638	1	2	-9.798020907525766	-9.12603878246985
16151	group3	1	3	-8.837464619705251	-8.842618120698653	3	1	-8.313202565439607	-8.995356851335824	0	1	-9.206039196651798	-9.104735706076138
14697	group3	6	4	-8.021639825437276	-8.656266073113805	1	5	-9.024349879053625	-8.571723491120904	4	2	-9.259076683265844	-9.609105473784973
14990	group3	0	3	-8.690715002448897	-8.72859101797666	1	2	-8.68598208770419	-9.136752085059834	1	4	-9.847243367751032	-8.714211051289388
28681	group3	4	3	-8.621627176640956	-9.581073274565007	2	8	-9.656184641118834	-8.949278925725006	4	4	-8.651232678796909	-8.855844469252862
9962	group3	0	0	-9.04582733711361	-9.125059047140551	2	1	-8.646070033165245	-9.225896116554297	1	3	-9.064278677297953	-8.065580280634965
17207	group2	5	3	-8.739796262222228	-8.992547415012433	0	1	-9.699363311315231	-8.506319566750838	3	1	-8.708373585828241	-9.029234883754526
14146	group2	2	0	-9.804504201104175	-9.04630099600986	0	1	-9.496707395426164	-8.911489545154634	4	1	-8.624975901626646	-9.072004985124234
15919	group1	2	0	-8.727739090691117	-8.836121053785858	3	1	-8.336360501465105	-9.344082921376467	4	4	-8.686578126300962	-8.895390928465432
10890	group1	3	2	-8.180092260654126	-8.404936783582377	1	1	-8.554512189095078	-9.416408569628256	1	2	-8.76626853603729	-9.001607610671705
9826	group3	1	2	-9.24047650273618	-9.314258099201451	2	0	-8.636541283795133	-9.098552128027524	0	0	-9.25664417975045	-8.777944610297435
14126	group3	0	0	-9.096152308408067	-9.173195685165759	2	0	-8.809526957308345	-9.874146396147482	1	0	-8.472046070484257	-9.483441986685799
10698	group3	0	3	-9.180962379789845	-8.867761139295103	2	0	-8.446356807161415	-9.644450402384846	0	1	-9.291570341551765	-9.569181724216524
16573	group3	2	0	-8.819887024809065	-9.810456976779601	0	6	-9.34738055214675	-8.238813598014918	2	0	-8.591745090997494	-9.135563269180725
10436	group3	0	0	-8.158926783252587	-9.62713018985964	2	2	-9.120290629781993	-8.942713655177313	1	3	-8.584165216610417	-9.418574418000226
14632	group3	2	0	-8.853390971456488	-9.137286252203996	1	5	-9.54669298307163	-8.497809353080788	2	2	-8.614953513910702	-9.308896451426103
13967	group3	1	3	-9.119758569694547	-8.349393587182991	0	1	-9.112666862396747	-8.213584479258367	2	1	-9.253150430790308	-8.756138111367921
20888	group2	3	3	-9.426971850259454	-8.868772829068806	1	1	-9.193856046335304	-8.606814383216898	2	2	-9.216234144775168	-9.318402516761616
15522	group1	1	2	-9.684518535811748	-8.847278939424811	2	4	-9.18774600714187	-8.849761614861352	3	1	-8.579123777128743	-9.054336950140272
12126	group3	5	0	-8.824697621296215	-8.955245660932945	2	2	-9.337846108476551	-9.093229547908907	3	7	-8.406201925942039	-7.765900461334326
11936	group3	0	4	-9.568045559066693	-8.346894410008703	2	2	-8.255244524375025	-8.971600971601486	3	0	-9.299398366811019	-9.18880311670555
12785	group3	3	2	-8.814859740337829	-8.803528702175235	3	0	-9.365466706024543	-9.46783917091636	0	1	-9.774558125376288	-9.60611611865836
21602	group3	1	5	-9.82375086644801	-9.363575519803991	3	5	-9.244308442213104	-8.087813708785966	4	2	-8.722502499133657	-8.871184971015952
21764	group3	3	4	-9.220006915070726	-8.34880311468043	3	2	-9.495617592070756	-9.11218033690538	3	1	-8.88194427182287	-8.791313360318577
14947	group1	0	4	-9.569187626028654	-8.846051354017996	1	6	-9.56014762957883	-7.9065175779910275	0	0	-9.436905406333793	-9.85394756154337
6981	group3	0	0	-9.456475668166654	-9.067654276440436	1	3	-9.58636014016642	-8.53540409032982	5	0	-8.482408426491013	-8.895983885826679
12406	group3	1	1	-9.033049127340886	-8.323915038795715	0	2	-9.245582727179642	-8.890022428402533	1	0	-8.456623661835199	-9.033268204230987
20524	group3	4	3	-8.715690794064322	-8.677252583878287	6	1	-9.186480246951456	-9.388796202974033	5	1	-8.642472848638459	-9.278241440625349
14329	group3	0	0	-9.385937900968468	-9.555639166721786	2	0	-8.791180579208	-9.460487171536236	1	1	-9.019628097121766	-9.098009457349441
14897	group2	3	0	-9.05377391157761	-9.04962818244879	1	5	-8.773279058711907	-8.743113578503138	2	2	-8.832582648632826	-8.324668682787983
12317	group3	0	2	-9.215449838011018	-8.920289264693107	1	0	-9.67949134564567	-9.209519425548407	3	0	-8.696833111429005	-10.44728530436558
19309	group3	4	4	-8.220260510965305	-8.48233733174561	0	2	-9.811840772982587	-8.933070182223275	2	3	-9.06780818884695	-9.012065418163129
16936	group3	2	0	-9.405948758729483	-10.38278475518976	2	1	-9.254290827976185	-8.846293825632715	1	2	-8.617667062259127	-8.94590142958732
18631	group3	4	5	-8.923821419007059	-8.524591347205455	2	2	-9.144607033105652	-9.095721423728286	2	2	-9.36249557380265	-9.403950674607804
15026	group1	2	2	-7.9873701782584865	-8.41825665063963	2	0	-8.148523844014738	-9.05796166650091	1	0	-9.181810482486512	-9.365464469558125
13561	group3	1	2	-9.043870804849481	-8.260226853109078	3	0	-8.173845010928643	-10.270124224351697	4	2	-8.311088010421717	-8.716477026268034
22374	group3	4	5	-8.781855148714035	-8.465827938911836	0	8	-9.564334927758155	-8.449915943943099	4	4	-8.987029872374148	-8.534604048126216
23730	group2	3	5	-8.729869766111763	-8.724644108876763	0	2	-9.214970882025089	-9.215418150895173	11	2	-7.948294828794302	-9.116377888431145
17352	group1	5	5	-8.141641947309878	-8.877245415772881	5	1	-8.367683736134634	-9.349185571915173	1	2	-9.02774582001743	-9.161044696642874
17503	group3	7	1	-8.45310358741642	-9.141191525796167	3	0	-8.840360706184317	-9.002675241364761	1	2	-9.620285255866541	-9.324365387170756
18978	group3	1	2	-8.953165126430177	-8.894026366388118	1	3	-9.748257379019318	-9.11035454171621	0	7	-9.474171019169688	-8.774671141920773
16021	group2	1	2	-9.55878587622976	-8.79522751114417	4	2	-8.717901243658353	-9.624583795948936	5	1	-8.78883658245144	-8.579848311233402
15588	group3	0	0	-9.338098445090447	-9.890190619570966	1	2	-8.92004386431167	-8.747860063652896	1	4	-9.393925043231885	-8.52065397971225
13425	group3	3	4	-9.097553956766598	-8.25295572714073	2	2	-8.605947426138183	-9.514320085348897	0	0	-9.493337697708052	-9.101034409820494
20067	group2	2	3	-8.87942135072774	-9.072683542578533	4	3	-8.975837642154204	-9.092029711646687	5	4	-8.372888343167103	-8.399715062782244
13196	group1	0	1	-9.3070437619811	-9.61980981542532	3	3	-9.847461046981914	-8.532744291975536	5	6	-8.471254711555563	-7.966389112833197
12448	group2	0	1	-9.328172393850153	-9.479583395858171	2	1	-9.638092743992955	-9.522635468737459	2	0	-8.490906897965317	-9.129742825397024
13861	group3	1	0	-9.523666501414608	-9.596815322787597	1	1	-8.916999302974196	-9.038545128292581	1	0	-9.114275292940496	-9.388049559801079
13885	group3	0	0	-9.61909103050648	-9.090077464543183	0	3	-9.424068969024	-8.843524299325654	1	1	-8.888748047378817	-9.376704611791489
16088	group2	0	1	-9.499918171830188	-9.898624518286027	7	0	-9.054398248392928	-9.557889805319581	0	1	-9.310868928018063	-9.489348134781098
13222	group3	0	1	-8.479031209013753	-9.187966968475257	1	1	-8.190135447373905	-8.644690841130508	1	5	-9.83916321289961	-7.7753627583807425
15363	group3	5	2	-8.12907280083739	-8.378065448706346	3	1	-8.682110926422261	-10.176712923045319	5	2	-8.563100093817546	-10.028786648522983
18710	group3	1	4	-9.381807287772045	-8.755648518686598	2	1	-9.270648309872909	-9.211244151757127	4	1	-8.782740405087617	-9.279217577147087
15900	group3	0	1	-9.296963384014195	-8.341968023361467	1	1	-9.902822527557547	-8.857856242070762	0	2	-10.060758899650311	-9.107740427276527
16882	group2	2	4	-9.298400638056316	-8.858430000147905	3	5	-9.813803261589035	-8.419360979156142	3	4	-8.897155836323185	-8.716113018362638
21228	group3	4	1	-8.57374250986486	-9.203372905903771	1	0	-8.833985254231308	-10.281321259585043	7	1	-8.455538002309536	-9.42140803439135
10930	group3	0	0	-9.612070111490151	-9.758215239113007	4	0	-8.76813819692591	-9.56687992797882	1	1	-9.026405732087243	-8.671817188772454
16142	group1	0	2	-9.387563821773664	-9.573655824305884	2	2	-9.471675194773741	-9.182033412246351	1	1	-8.732420998107578	-8.808471979257044
25223	group2	1	3	-9.212281029951331	-9.293513136704476	2	10	-10.09938008526278	-7.49499569897642	7	7	-8.951575217831422	-8.389218826433806
20791	group3	3	6	-8.810208838628556	-8.886655826111522	1	2	-9.053912909520903	-9.23351204364954	0	0	-9.622810467353004	-9.738503153176138
19479	group3	4	1	-8.990430137104967	-9.596804515944818	0	5	-10.347996702897742	-8.042365864680994	7	2	-8.138743890797116	-8.789478946272467
9404	group2	2	1	-8.820701636583069	-8.331589965121632	2	3	-8.954156806675517	-8.317198942577173	2	1	-8.447122195838455	-8.88388436739544
11483	group3	3	0	-8.723588482821551	-8.635049053016697	3	0	-8.450258808602197	-9.265946410490535	1	0	-9.175950391103363	-9.221225077378557
6113	group3	2	0	-8.356879445701992	-8.46887752526793	1	0	-8.436378883196648	-8.876088542748363	1	0	-8.924155431655416	-9.225551267170196
17828	group3	2	2	-9.490891509667561	-9.453368339815936	1	1	-9.489922841921326	-8.241564182943602	2	2	-9.026131941171748	-9.031237211050412
12516	group1	2	3	-8.984931582418277	-9.186938390587775	1	2	-9.372704007613107	-9.237492198284343	3	5	-8.583998990996403	-8.596012107893298
11821	group3	1	1	-8.589115575800111	-9.486647152690587	0	6	-9.679524962543494	-7.56585673531704	3	1	-8.197283490313417	-9.336737075195915
13777	group3	4	3	-8.38505970913053	-8.187446802761462	1	6	-8.93725562236937	-8.31403150794423	0	2	-9.004565507536805	-8.508263539271423
18031	group3	4	10	-8.550757578172155	-7.905464260232264	3	3	-9.287716819824668	-9.269752607628066	0	0	-8.808306743274143	-10.185730320146595
17561	group3	1	2	-9.054601921688825	-9.66540177874764	1	2	-9.649010009170423	-8.831362097763481	1	1	-8.799508012009586	-8.98169947230161
17350	group1	7	1	-7.435690189866892	-8.657040983988027	6	2	-8.582829550480632	-9.039303265857042	2	3	-9.211177752883984	-9.18086919255638
7745	group2	0	1	-9.096061572063473	-9.153936361324234	0	4	-8.313419592473014	-9.670397581572853	1	2	-9.32960713128186	-8.397693885545898
16573	group3	1	1	-9.686805363536886	-9.461938930009962	1	2	-9.16342590063904	-9.415697515899764	1	4	-8.632258851183725	-8.864672017274971
17469	group3	0	2	-9.879063461290695	-9.451943675857612	7	1	-8.530392106335054	-9.577235473556955	5	4	-8.416475236741418	-8.505437119912783
16601	group1	1	3	-8.528089150212892	-8.632548404286467	3	2	-8.832751096128257	-9.085806307682878	2	0	-9.371761042237567	-9.48327546110299
14892	group1	2	1	-8.538333613789401	-8.708645526115479	4	0	-8.331382699563298	-9.625269681853151	0	6	-9.461250538551125	-8.591233221840305
22520	group3	3	1	-8.700585505611059	-8.830081252214793	3	2	-8.655882983330338	-9.748142679607728	5	3	-8.968635515995876	-8.360833266707875
15248	group3	0	0	-9.431579346105792	-9.721690830237995	1	2	-9.589915908303182	-8.74964751787506	2	5	-8.698911206969623	-9.054467035600648
16115	group2	7	5	-8.305073830255441	-8.635252573090796	1	1	-8.989607988560824	-9.417141992761321	0	2	-9.573703748938259	-9.082483675806742
31874	group1	3	2	-8.62813181935567	-8.933582615670597	8	2	-8.78716312473778	-8.794366501707271	10	3	-7.853032688339126	-9.290374448751122
21495	group3	3	3	-8.800274602820203	-9.029139008462598	3	2	-8.682506953311405	-8.984427970193343	3	3	-9.355573973856458	-9.058038598328025
27585	group3	4	3	-9.69297432990124	-9.24900968060957	7	0	-8.319590992402452	-9.449173693874773	13	3	-8.281135130288943	-8.969329582933042
18028	group3	3	1	-8.89972895541507	-8.418655472357447	0	2	-8.934280531268534	-9.028912177940564	3	2	-9.492727877783885	-9.249297481811727
7264	group3	0	0	-9.593375316706755	-9.60117775336894	0	0	-8.753557680926214	-9.554605857303919	3	0	-9.016086628266713	-8.909646359717946
16825	group3	1	0	-8.730816308882371	-8.521709343815708	1	3	-9.429002009041156	-9.161782013063082	2	9	-8.448701881730319	-7.722469632254872
18210	group2	1	1	-9.038641200724165	-8.87798330730352	3	1	-9.44345532895012	-8.776015237615495	4	1	-8.27835476490715	-8.63489649896345
14707	group3	2	4	-9.054772451665945	-8.01292959695573	1	2	-9.4785602065302	-9.086110610498578	2	0	-8.959144723578436	-9.343128961652386
13208	group3	4	1	-9.03886491942805	-8.779492943483458	4	3	-8.13671602907654	-9.543083148790995	0	2	-8.664084530456659	-8.319047314588959
24985	group1	3	2	-8.774348728507913	-8.700922275538518	1	3	-9.307858378513297	-8.713518337788768	4	3	-8.542900683585488	-9.011388451353092
16411	group3	12	2	-7.676503827539479	-8.330601798728893	2	5	-9.286663359070248	-8.719697603941091	2	2	-8.61999420790958	-9.057631534687937
18404	group3	2	10	-8.173347872171233	-7.680754786958529	3	3	-9.249327514738871	-8.677408005111673	1	3	-9.027448081274764	-9.062846382773573
10742	group2	6	2	-8.007853478390388	-8.787577261975336	1	2	-8.30484966981404	-9.142395191598707	1	2	-8.913594242861043	-8.990495936036634
39339	group1	3	3	-9.36675639733443	-9.6110781492156	9	2	-8.018539749848102	-8.851710966627074	5	6	-8.454586019228843	-8.951462320791954
6166	group3	0	0	-9.199597568555292	-8.659568033618346	0	4	-9.16821059637139	-9.295210042757137	0	1	-9.000991771404424	-8.442805933267836
24024	group3	0	0	-9.29609070184209	-9.135292919380122	1	3	-8.891259592557429	-9.075351391873435	3	3	-8.616889533383594	-8.402088036553632
9770	group2	0	0	-8.803441753938282	-9.772467221586929	0	0	-8.919962253151498	-8.797809256226465	0	4	-9.33037892204634	-8.314072563871518
17131	group3	1	2	-9.900937558514851	-9.229771553551853	1	1	-9.257151103842023	-9.768282239028904	1	5	-8.961946264054053	-9.474110218862933
15680	group3	4	1	-9.2863136659134	-10.327336774448774	3	1	-8.523023426976145	-9.254242725968231	0	3	-9.038069653042884	-9.566109799132205
12766	group2	1	1	-8.501793409371539	-8.774991100403568	1	1	-9.983712687095055	-9.005222947942775	0	1	-9.451520925212877	-9.167466298651211
13110	group3	0	0	-9.892936091504822	-9.600486667033229	5	2	-8.767651934884864	-8.66627322039199	5	0	-8.500260513161622	-9.623067115857092
11381	group1	0	1	-9.895494151860024	-9.658973064793692	2	3	-7.9668728892846055	-9.170164497099288	3	3	-8.829457747845574	-9.098696097030768
15731	group1	3	0	-8.412769973461646	-9.051125371210281	4	1	-8.698599433320545	-9.350442027210246	4	3	-8.210769506448342	-8.876733428992083
13650	group3	2	2	-9.118973196527712	-8.407029096358047	3	4	-8.34232989220714	-8.754751694070764	3	2	-8.67848756870184	-8.28644812229078
6325	group3	1	0	-8.202555718129066	-9.080593702867166	0	2	-9.359200725675182	-8.562559562535908	0	3	-9.50764736241041	-9.141078069681171
12142	group3	0	1	-9.482491333432055	-8.783394642850903	3	2	-9.271327686278767	-9.562638204882251	0	0	-9.702129475651372	-9.386304669031086
13164	group3	0	2	-10.386232973885441	-9.747137541945335	2	0	-9.028654503426692	-9.26563889049278	0	2	-8.820781204481797	-9.060881366330852
13037	group2	0	0	-8.991692044062626	-9.872117356466893	1	0	-9.428998246603046	-9.521261324717235	1	0	-8.783425827442649	-9.177303621987491
12885	group3	1	3	-8.76003435834222	-8.93593173604433	0	2	-9.32480759869032	-8.209121054966607	2	1	-9.31974777646138	-9.05248193438626
10466	group3	0	2	-8.843829793775324	-9.296789935243217	0	0	-9.845718563341872	-8.439033993070694	0	2	-9.41476423305597	-9.530773737302747
14371	group1	0	1	-9.674336749953822	-9.03473926959104	2	2	-9.295103684698573	-9.310289257695896	0	1	-9.76441402089685	-9.0565809365639
6870	group2	1	1	-8.990909792409823	-9.124877427651692	1	1	-9.44407830504659	-8.657415645478494	1	0	-8.785099716160513	-9.596421504950671
9409	group3	0	1	-9.192560964361258	-8.991443298774197	0	0	-9.547017408810637	-8.074357748481706	1	0	-9.23140051374285	-10.124720878499023
7393	group3	0	1	-9.14256817730827	-9.563674057913635	0	2	-9.200806105247015	-8.51253173306202	1	0	-9.591792028200423	-8.984031779012717
12828	group3	0	0	-9.648938507911474	-9.622165198909084	4	1	-8.179982671036202	-9.443150842065391	0	2	-9.650386610173086	-8.809137801954307
9575	group2	1	3	-9.109558087907677	-8.754909525392408	2	0	-8.229510309759261	-9.607496906951065	1	1	-9.218371457758352	-8.846230189111761
21321	group3	0	4	-8.927448142425831	-8.480393264687558	2	3	-9.551719604078652	-9.01702081107613	2	1	-9.293823358874135	-9.716957411046337
15232	group1	1	2	-10.050527996486327	-9.824740716720818	2	1	-8.773741439319176	-9.30224562239162	1	0	-9.037106704934148	-8.678990604010053
17387	group3	0	0	-8.979181730958395	-9.211540611774957	1	4	-9.047486824379812	-8.79375364678499	1	1	-9.282492772279756	-8.842881343079014
22473	group2	1	0	-9.940398167861298	-9.36688614267278	2	3	-9.238559057815309	-9.18963728991433	4	2	-9.373590338832676	-9.197999659438691
14429	group3	5	3	-8.594514670065344	-8.101658242538756	2	2	-8.500936613496544	-8.239687083328372	2	1	-8.426666565340078	-9.041417083565568
14135	group3	5	0	-8.419838706374911	-9.00677513095123	4	6	-8.353374317097058	-8.837237815937593	1	1	-9.485050385526229	-8.764180781132161
17308	group3	3	2	-8.803993196055488	-9.13526934131349	2	2	-8.645543543675721	-9.667860454160751	3	1	-9.006535529858747	-9.28746694862569
14953	group3	1	2	-9.188292579567822	-9.820249595104922	1	6	-9.367321647502699	-8.198741021176556	3	0	-8.6954673707264	-10.436128113181573
18002	group3	6	2	-8.202507311265691	-8.678102894200153	1	5	-9.551710243993993	-8.139560749053924	2	10	-8.75188303815455	-8.1089693348194
13642	group3	0	3	-9.08523889188403	-8.79083188224456	3	0	-8.718385247108229	-9.238304678144337	4	0	-8.884996329711829	-9.943715897442832
17449	group2	2	5	-8.34386903752255	-8.708581433648616	3	4	-8.545845816796469	-8.923919486503479	4	6	-8.370755341918535	-7.8095666783575295
12837	group3	2	4	-8.266624050003136	-8.368466823726438	1	3	-8.955645888951386	-8.413040101582297	1	0	-8.7479418640667	-9.540577466882963
20126	group3	2	7	-9.095538646224442	-8.012089932546443	1	2	-8.765701853641689	-9.356723904577489	1	2	-9.350645648424843	-9.086436538877672
20804	group3	1	1	-9.596973852903147	-10.067154920184267	6	2	-8.907123670475558	-9.273102028971552	3	3	-8.93078137437387	-8.453263480030046
12667	group1	1	2	-9.1592759357937	-8.953241095090888	2	1	-8.611547568625065	-8.743194629581017	4	1	-8.748458660751417	-10.111190390937486
15260	group2	4	0	-8.659330687560821	-8.859779602579957	4	3	-8.767999329026582	-8.636178548899181	2	1	-9.167302936406612	-9.090139389503921
11628	group3	2	0	-9.202804202595448	-9.343525417349344	1	0	-9.538935440926359	-9.352342668052927	0	2	-8.119210468425289	-9.299411316426129
15050	group3	2	4	-8.854827885456835	-8.875288591160869	2	0	-8.442925263857138	-9.643633299772144	0	1	-9.69216155157176	-9.166870480039998
17501	group3	0	1	-9.462700011087808	-9.598594454312892	1	7	-9.503294558316025	-8.489604756241341	4	1	-8.888444785559876	-9.908835635370153
13013	group3	1	1	-9.220348430103623	-9.106219719987545	4	0	-8.328593312598468	-9.606608451670901	3	0	-8.492624797787807	-9.084000814132645
12399	group1	2	2	-9.253935590031409	-9.356345412190569	4	0	-8.74545574037445	-8.958513414938931	1	2	-8.619454430249808	-8.685747003005485
15610	group1	4	1	-8.607708828506485	-8.9571031481168	0	4	-9.290417859484034	-8.564692278125412	3	5	-8.759215341893118	-8.339746127809311
12012	group3	1	0	-9.130964893389853	-9.06618956436238	4	2	-8.980890998467359	-9.536785700330157	0	0	-8.210664081606458	-9.21384755480663
41609	group3	5	4	-8.937509796362304	-8.831300700489633	10	4	-8.864549577629738	-9.170267583654386	8	7	-9.050798556297691	-8.511772731108554
18260	group3	0	1	-10.215086029210449	-9.82547185411773	2	0	-9.272718719794243	-8.954145948924086	4	2	-8.938586204624695	-9.303764601133032
13265	group3	1	4	-8.524607149257987	-7.877862743265718	4	0	-8.601454952748092	-9.149913463843955	2	2	-8.966753885271604	-9.428455084595392
16819	group2	1	1	-8.802012824487347	-9.314713992133234	0	1	-9.285868734170638	-8.571719212969931	0	0	-9.25777781834293	-10.679450966395429
21197	group3	0	1	-9.556436418553771	-9.600282133447886	6	0	-8.63243423502554	-9.520533286325666	3	8	-8.947403524944992	-8.119068869952287
9985	group2	1	1	-9.28149404949404	-9.5924103377852	1	1	-10.20861252241696	-8.32666733296357	1	2	-8.65808224547522	-8.674692075786641
15990	group3	2	1	-9.381666910439254	-9.526747142199635	7	1	-8.614148832164181	-8.925560371129045	3	1	-8.921299205338352	-9.377406989743276
19741	group3	0	1	-9.613804132370738	-9.208230428932438	3	2	-8.662207934350754	-9.492918001947986	2	3	-8.767677444440576	-8.979917543596128
17944	group3	2	4	-8.58757344162634	-8.40770031164951	1	9	-9.31321331761842	-8.195388782525608	4	5	-9.07161035212527	-8.888047679708244
13171	group1	2	0	-9.183223395353856	-9.217147871771914	3	0	-8.070349784684034	-9.625420294508439	0	1	-9.28175623491302	-8.94159586458536
19101	group2	5	4	-8.293109712276324	-8.156869507558515	1	0	-9.209385274305706	-9.483150306598821	2	0	-8.688949813699063	-8.520439689307834
12797	group3	1	3	-9.154540742568464	-8.561028692383204	2	3	-9.592922001336417	-8.666601630940775	1	1	-8.9355164982707	-8.6081264145717
14730	group1	3	5	-8.77876941930105	-8.29184974351385	3	1	-9.196822030633573	-9.229007061473299	0	1	-8.916597156290885	-10.105970004734814
29372	group3	2	6	-9.688873174429308	-8.42185792309193	4	10	-9.117860442459856	-8.424976284348979	0	3	-9.945401771336421	-9.103225722704485
13082	group3	4	5	-8.796444875842852	-8.322993914549464	3	2	-8.744814216964615	-8.047055090133744	0	2	-9.54742104896869	-8.727803625792717
15894	group3	4	2	-8.524970264723098	-9.004008758211794	0	0	-9.349729683978863	-8.792511592048921	0	0	-9.644724046911476	-9.205007030951705
27181	group3	0	2	-9.6104589373359	-9.313414957346202	2	6	-9.151508707909112	-8.649517426294867	1	3	-9.271463413448638	-9.365233205303992
18012	group3	1	3	-9.045491908142019	-9.854767589456857	0	0	-9.915960417094713	-9.229868387815761	2	0	-9.288491135065183	-9.016465007887707
14951	group2	5	3	-8.622219956651573	-8.332061400315585	3	7	-8.87978565354111	-8.061829453291985	2	1	-8.959292583464338	-9.261337684852485
17604	group2	1	6	-8.95792331296259	-8.301377372231707	1	2	-9.551875947134478	-8.696457972324126	2	6	-8.920484523648726	-8.742631165472396
15151	group2	2	0	-9.68640782185484	-9.752772744941366	0	6	-9.759558496300373	-7.776660338601958	2	2	-9.098576995013836	-9.337995892635565
7957	group1	0	1	-9.019139540638692	-9.00640377528565	0	2	-9.671172364755833	-7.73897073629024	2	1	-9.332348958009314	-9.235960044911453
19583	group3	1	3	-8.863679430899667	-8.88260454632317	2	0	-9.313373049791343	-9.396168390713937	1	3	-9.262331129338108	-8.9630524059961
20405	group3	2	3	-9.00608646753689	-8.792083216611841	2	4	-8.95155596038587	-8.661323857548338	10	5	-7.691754047802894	-8.453522488629932
22393	group3	3	1	-8.725273645047622	-8.985898845205497	4	2	-9.20325626072971	-9.330889933227455	4	5	-8.982520680328836	-8.708878333968013
15574	group3	3	4	-8.717011223994954	-9.023143905693438	2	2	-9.594483019671774	-8.651077336586072	3	6	-8.71108046386806	-8.380594296437081
17192	group3	0	5	-9.099894614574557	-8.830287897744082	0	5	-9.792953624612457	-8.35309591255707	6	2	-8.301618169268233	-9.463669488990414
20586	group2	1	0	-9.483158473710958	-10.297532215313943	1	3	-9.291230351185447	-8.738980132953744	11	1	-7.905753957246093	-9.408826783454558
12579	group2	4	2	-8.386204795944476	-8.420398298473945	1	1	-9.086658363372349	-8.51145006173411	1	0	-8.945579453774593	-9.394416614439706
9120	group2	1	0	-9.002445984944421	-9.024896088860682	3	2	-8.304049328134239	-9.910509821651562	0	0	-9.818337598701223	-9.85928999335699
9314	group2	1	0	-9.354261254226007	-10.267137829377305	3	1	-8.949813144135744	-9.223624043008442	1	2	-8.024417189548474	-8.26203953834839
16545	group3	3	2	-8.614707722437275	-9.25099107770847	1	1	-8.728585624041516	-8.583750402292871	1	1	-9.46597020199335	-9.528856921174397
42092	group3	4	4	-8.997694173807021	-8.74032814535165	16	5	-8.46813710669014	-9.143095880944598	6	2	-8.258283800030968	-9.45329338589282
15984	group2	4	6	-8.630859100718526	-8.118967283157744	1	3	-9.04583243537378	-9.190640061238394	4	6	-8.75909691360654	-7.988555423709259
15423	group3	5	2	-8.371603076963153	-8.895669010909254	2	0	-8.589673810715546	-9.688763132701347	1	8	-8.60986860312574	-8.254484776545901
24212	group3	7	5	-8.112401096228664	-8.462272215928806	8	3	-8.452711309789631	-9.218087635414133	3	2	-8.873622366757278	-9.811681267549016
19445	group1	4	2	-8.885806164368793	-8.471568746713546	0	7	-9.561914828574627	-8.066693825116818	0	1	-9.380567858224223	-9.855479583163664
14385	group2	4	3	-8.376909539346595	-8.270374107813803	2	1	-9.55912427285895	-8.748675717603115	4	0	-8.826296754794198	-9.626472945876603
28814	group3	4	3	-9.301302949388118	-9.427282918802064	3	0	-9.547326238052948	-8.77484162187831	2	1	-8.924677569196936	-9.231422270603913
22543	group3	3	1	-9.159479031839078	-9.506004144449188	5	4	-8.572751422919287	-9.20205307226568	1	5	-9.328393862039995	-8.738063474565074
15499	group3	4	0	-9.095891406092429	-9.262801508994405	4	3	-8.601489062956144	-8.992762130814858	1	3	-9.220852796630012	-9.397262467636716
12096	group2	0	0	-9.863852976713673	-10.005802845460261	1	4	-9.164534634269009	-8.876542251234792	2	2	-8.503277055181997	-9.011072550023147
9189	group3	1	0	-8.971369108468604	-8.769450182910182	0	0	-8.73572011777263	-9.07552654617879	0	2	-9.716118687341444	-8.411779771306966
15288	group2	5	2	-8.721979614102716	-8.819993360239176	3	3	-9.126486110643144	-8.739962086279814	2	4	-9.686480519738145	-8.881607108335974
21430	group3	0	4	-9.365346826932566	-8.927731538315868	0	5	-9.661966675831014	-8.529940932310346	3	4	-8.73732570156141	-9.125195889786594
17456	group2	3	2	-8.757166083240788	-8.726808343736408	1	2	-8.768206946803165	-9.793529630628994	0	1	-9.402715063063924	-9.156938221696315
12638	group2	0	7	-9.100373065484574	-8.751530102141587	4	3	-8.842205653485408	-9.51954825351302	0	1	-9.169064098026649	-9.539667409871063
17939	group3	4	1	-9.456705078102699	-9.254722452158987	4	8	-8.565723374620843	-8.523337642688928	4	1	-8.579136162065385	-9.294790449134783
13748	group2	2	1	-9.563345767478564	-8.667279192265388	3	0	-8.808295766091225	-9.517939364682373	2	3	-9.355282417585967	-8.324916514328008
12448	group3	2	2	-9.03190834428209	-8.213090743561207	2	1	-9.05036852467553	-9.346995440526957	1	0	-9.361952188182192	-9.752747364391832
27478	group3	2	1	-8.850123515385233	-9.616386096278335	5	3	-8.530469494017755	-9.02795116539319	5	5	-9.034134504270105	-8.99629934955915
