nCount_RNA	group	gauss_1_-9_0.5	gauss_1_-9_0.5_expression	gauss_0.5_-9.5_0.5_gauss_0.5_-6_0.5	gauss_0.5_-9.5_0.5_gauss_0.5_-6_0.5_expression	gauss_0.75_-9_0.5	gauss_0.75_-9_0.5_expression	gauss_0.5_-9_0.3_gauss_0.5_-7.5_0.1	gauss_0.5_-9_0.3_gauss_0.5_-7.5_0.1_expression	gauss_0.3_-9.5_0.15_gauss_0.4_-8_0.15_gauss_0.3_-6.5_0.15	gauss_0.3_-9.5_0.15_gauss_0.4_-8_0.15_gauss_0.3_-6.5_0.15_expression
18125	group2	2	-8.463534451001603	44	-5.788089519685247	7	-8.39317836609135	6	-8.430427931332284	34	-6.38986659691028
17865	group3	8	-7.892078332076041	0	-9.207319950647006	0	-inf	4	-8.82053855209678	2	-9.384022293198417
19723	group3	4	-8.586761721465782	1	-9.572982205470042	0	-inf	6	-8.858730492140676	5	-8.216795317882951
13278	group3	1	-9.480681901280727	28	-5.905519502466293	3	-7.911132874208242	2	-8.954379462309467	6	-8.04109763164806
17807	group3	1	-9.713507814355813	2	-9.972149137850856	4	-9.064316178389014	4	-8.7166466236309	3	-9.340646925614127
12393	group2	4	-8.346584707116277	24	-6.2295674641670145	5	-8.005236983566048	10	-7.515358017377209	18	-6.358443551917396
20918	group1	7	-8.841642504230663	68	-5.544126067342139	2	-8.7298701546053	17	-7.539921915441983	2	-9.428974246430036
20836	group3	3	-9.305231621721209	0	-10.13755627694138	3	-8.399208621321717	13	-7.423141284586407	24	-6.319975964055424
11967	group2	0	-9.528086068202905	0	-9.950250156945517	0	-inf	1	-9.107766769643273	1	-9.374810319248935
12462	group2	1	-9.403861183347532	0	-9.617070499564866	5	-9.144595552095057	5	-7.386488032670283	0	-9.508121191363948
6919	group3	2	-8.383287545350369	28	-5.654909538190658	0	-9.627338265668751	4	-7.429076652804474	18	-6.251488413984792
16968	group3	2	-9.011179686011424	73	-5.5571542485145065	2	-8.7602493256527	4	-8.751307344156224	10	-7.944323124424833
11543	group3	2	-9.700234988562201	0	-10.626342640876118	2	-8.354182062798225	0	-8.685041424976223	20	-6.493252521670099
8927	group3	0	-8.563710505134138	23	-5.7997905761813895	0	-9.787240122722455	0	-9.11076991158038	10	-6.61972645253707
15083	group3	1	-8.84494870193415	1	-9.308495710066461	1	-9.033168869462244	6	-7.426148014090194	28	-6.252794896899323
13701	group3	1	-9.145566085397169	27	-6.354827094701238	2	-8.89259050040651	5	-7.498425240023167	2	-9.50384595316432
16257	group3	3	-8.696142375763856	29	-6.350139043681432	0	-inf	3	-8.950112600348005	6	-8.065939295261655
24540	group3	0	-9.413841978636501	94	-5.703503603368336	1	-8.702589440501947	22	-7.5057051486343935	9	-7.967274515891916
13172	group3	1	-8.51804770127902	25	-6.4695286833487575	2	-9.548075414696314	10	-7.560527359695231	1	-8.102719241332641
13283	group2	1	-9.712430450827183	0	-8.950195686926097	2	-9.282926509493887	6	-7.26396399082693	18	-6.291258855282822
19580	group3	1	-9.451721363179749	1	-9.621081007781605	3	-8.53552201466408	2	-8.918834148841512	10	-7.798540912154506
15027	group3	0	-9.688441520502936	84	-5.150977745409477	4	-8.095021918302479	16	-7.403049718505079	20	-6.544904192484286
12580	group3	0	-9.20827952993695	38	-5.983752640889459	0	-inf	9	-7.434639131557958	15	-6.394819263141141
26761	group3	1	-9.378725516701579	1	-10.0547540004404	8	-8.950514360701051	10	-7.557682955307535	9	-7.939412180114307
10087	group3	1	-9.181322959383712	11	-6.397088981816839	0	-8.51026103438238	7	-7.6417884687590965	5	-7.9790029998819865
20680	group3	5	-8.997616084111844	0	-10.333488563940348	5	-8.916197653820374	1	-9.397407993857266	4	-7.886450355993014
32333	group3	2	-8.72287373004562	3	-9.387341098895009	4	-8.784809645551535	16	-7.567310224544555	17	-7.885474061471258
22727	group3	5	-8.926733963617464	89	-5.4812175467702495	3	-9.195991844633783	8	-7.535661942131689	2	-9.764060096619488
20572	group1	3	-8.874070148373248	57	-6.010096669284404	0	-9.116615565266484	2	-8.85849567649472	42	-6.556640234111118
11461	group3	3	-8.19783802844183	66	-5.401410082282442	2	-9.290335713560276	2	-8.983413752166916	14	-6.733595160622495
16470	group3	4	-9.133245280453046	42	-5.894106411119351	2	-8.951891217233339	9	-7.528948063903588	8	-7.9864694687303235
21311	group3	1	-9.729167969681981	109	-5.11585128412742	6	-8.447671312029613	6	-8.604294802583043	6	-7.849840860527981
18461	group3	9	-8.524309093760028	3	-9.294012155382445	0	-inf	13	-7.430795552061112	0	-9.474694218270496
15396	group2	2	-8.082065227230036	40	-6.191742591550058	0	-inf	1	-8.916260656243692	5	-7.901690552886312
23834	group3	7	-8.906355652930172	3	-9.471207174707425	5	-8.906323580894576	7	-7.5313066060321745	4	-9.309908476636746
19430	group3	3	-8.580232888606893	2	-9.15181942466207	0	-inf	2	-9.222506524355197	36	-6.344273657291437
12761	group3	2	-9.327808343573173	1	-9.836210210468339	7	-8.672608078997191	3	-8.928680231981543	3	-7.96784003900994
20579	group3	3	-8.907162323120557	2	-9.626272941119765	0	-9.323408353775086	0	-9.119413437485564	7	-7.999581879482706
16954	group1	3	-8.68148734060257	0	-9.362124454911237	2	-8.6419946376902	11	-7.430861955827075	5	-8.166237296970465
19365	group2	1	-8.810712211602086	18	-7.092088782125648	0	-10.586991150468686	14	-7.4450492419481185	27	-6.448092220312198
24148	group3	3	-9.269848826406593	0	-9.613015781700941	6	-9.717588324988235	14	-7.426142279490159	40	-6.481642733659753
21186	group3	4	-8.184685103930482	29	-6.758102380491004	1	-9.171677211010387	1	-9.659949128309774	37	-6.246499094363869
21113	group3	0	-8.91359195794817	5	-9.256399880015842	0	-9.918287836861431	12	-7.504402162757641	8	-7.971027762501128
19936	group3	4	-8.534900897229807	22	-6.816941815699778	8	-8.719014670011386	3	-9.033898870838366	36	-6.28509317874852
19358	group1	4	-8.797110506685724	71	-5.705052848064655	0	-inf	1	-9.350523345369213	9	-7.973390996093745
19882	group2	2	-8.563162888666497	100	-5.09542750744349	5	-8.899304100950241	13	-7.41699384087312	18	-6.596243543575596
9148	group1	2	-8.533373351707002	0	-9.252205802326912	0	-9.46368540668848	1	-8.60203767618725	12	-6.666278908427707
15402	group1	1	-9.108077574699765	0	-9.635910563163222	2	-8.956109803339267	4	-8.882690403848713	0	-9.612192274923672
22406	group2	10	-8.583160593568737	2	-9.981982606664893	0	-9.763431665436421	18	-7.478567931327248	24	-6.78420548947286
24105	group3	7	-7.919772136570361	54	-6.09751895456362	0	-inf	4	-8.720111921550954	29	-6.499066656927306
15368	group3	2	-8.000503993051446	18	-6.6671792895550634	1	-9.459104228327092	1	-8.873574577050537	4	-8.125028404810047
20757	group3	4	-8.617979289975944	0	-9.862188704731711	2	-9.197554834617739	2	-9.037761508192055	9	-7.7957865462103495
22287	group1	4	-8.1563723884224	74	-5.658539314691843	0	-9.811337411302652	8	-8.775988416957388	37	-6.557918709836577
15951	group3	1	-9.653985671831844	2	-8.952228870372082	2	-8.478446256741886	3	-9.429816964209158	1	-8.00064010138133
53444	group2	12	-8.263801846635715	173	-5.773149113461182	7	-9.334800358830835	6	-8.746810813928406	13	-8.160832263845512
10414	group3	0	-8.962561951055667	0	-10.102083984454307	2	-8.489935278224994	4	-7.474509166175298	0	-9.675462072335565
16342	group1	4	-9.893467701889891	1	-9.47013452334928	1	-9.077191622472908	2	-9.019095889499074	26	-6.4455204269713695
11119	group3	0	-8.917394706735372	31	-6.190582309760442	0	-inf	2	-7.509449646344758	0	-9.486314830139719
19540	group3	8	-8.511851850959367	0	-9.99816257741215	1	-8.847081859039585	1	-9.56236480184409	2	-9.32983715193479
16289	group3	4	-9.348013835648077	3	-8.346442359653912	2	-9.46133975690373	1	-9.029112884221872	2	-8.062682239748087
28653	group3	7	-8.031434209687845	83	-5.7960258186647895	3	-9.157335434677147	2	-8.805611974838031	10	-8.006334129644676
5935	group3	4	-8.325386160868645	11	-5.996794896793563	0	-9.21476022449182	5	-7.505740971808864	0	-9.319013849596834
21317	group2	0	-9.637556932335082	1	-9.817270575060752	7	-8.884941039192718	1	-9.121532579471843	10	-8.005322204769351
12642	group3	4	-8.495454868663925	1	-9.18314459549498	0	-inf	2	-8.577548462630462	12	-6.498072687645684
13195	group3	1	-8.944013656251736	16	-6.575108835568935	3	-8.3124394570342	5	-8.60368170137769	6	-8.117046694766712
20336	group1	1	-9.275840121905505	0	-9.984249879291276	2	-9.284890292278854	1	-9.158335222460684	28	-6.598449857015612
16120	group3	2	-9.15831582129273	10	-7.904049376677297	0	-inf	7	-7.471284844397072	30	-6.560652454925246
16994	group3	3	-9.222497501357958	0	-10.168113432959615	0	-inf	8	-7.426951168000533	6	-7.994729407423854
16491	group3	0	-9.608135511291069	1	-9.321782090666916	0	-9.08440413956501	4	-9.204694160493965	25	-6.7337009494421265
13268	group3	0	-9.224161553361292	53	-5.657191126835535	3	-8.821627325078259	5	-7.563108789194805	4	-8.218582885031841
20688	group3	2	-8.653655544182742	56	-6.252384187059527	7	-8.570351158706755	12	-7.522766120042864	45	-6.3157429944076995
15586	group3	4	-8.287028986251224	2	-10.126532348446542	1	-9.057686345689023	1	-9.046074052131628	3	-8.064453618694275
16282	group3	2	-8.270830831623753	3	-9.09039658314512	0	-9.194021473510679	1	-9.11976574632595	20	-6.579882818297197
12284	group1	0	-9.286680364628564	1	-10.127906107588343	0	-inf	0	-8.769423853759221	22	-6.408146590432433
11549	group2	0	-9.05862383856478	28	-6.474844440259863	3	-9.294545651131333	3	-8.65946409801085	1	-9.72506978626541
11872	group2	1	-9.429685658458938	1	-9.721755731246482	2	-8.997616666162054	4	-8.787229958413421	4	-7.934799041245306
11811	group3	1	-8.484998755716644	31	-6.118161695510495	0	-8.879872645614702	0	-8.778444042270582	17	-6.598662245627869
13018	group3	0	-9.824076459303802	1	-10.297567199429361	0	-inf	1	-8.995275720069499	1	-8.10102643030642
12753	group2	1	-9.681638278522568	68	-5.215997498795309	1	-9.34439989872033	13	-7.488200516837389	9	-7.903024053758766
18005	group3	2	-9.317923349291855	3	-9.698852878042867	2	-9.154989747877666	14	-7.383944289509129	19	-6.489372166142748
21346	group3	3	-8.874263277764399	0	-9.499685657944601	6	-8.620281459774615	2	-9.01711544590318	6	-7.879880130894146
22024	group3	1	-9.160573990026647	141	-5.018815176838276	1	-9.013478687318898	5	-7.492236968789915	40	-6.405489979892414
16684	group3	4	-8.98346804713527	3	-8.629387721513012	0	-inf	10	-7.430426103970477	7	-8.089270939929575
16273	group3	1	-8.976232688917449	0	-10.651516409752691	2	-9.288131727111963	0	-9.181582079085695	0	-9.43249689551849
17739	group3	4	-8.883360136471978	80	-5.299931582821365	7	-8.645731541169875	8	-7.402850731450254	3	-8.359897300163253
22245	group3	0	-9.517231490599974	38	-6.247501211286893	0	-inf	15	-7.490288697303132	2	-9.598437401300565
15896	group1	0	-9.169679885290636	1	-9.22754409947963	0	-inf	2	-8.29189197248079	21	-6.541070257065729
28198	group3	7	-8.711193832114144	2	-9.47903452447591	0	-inf	14	-7.3393114777537525	13	-7.8679174843871635
16056	group3	1	-8.859885422142167	19	-6.513584537809062	3	-8.643484860637484	9	-7.588310561849352	9	-7.7978920502260225
18519	group2	4	-8.453346683491334	54	-5.828028637978936	2	-8.69374106333323	4	-8.709149155515236	6	-9.458379354663338
4948	group3	1	-9.373112137706645	1	-9.804457097898446	0	-inf	0	-8.803917394673872	7	-6.622283020412431
14940	group3	0	-8.546869293290698	38	-6.081001677530273	0	-inf	3	-9.173048865922606	31	-6.15121844140162
22584	group3	7	-8.266687629863643	60	-5.930483736599143	6	-8.666171330612633	10	-7.626244100588076	30	-6.529772723080451
54510	group3	12	-9.071295145914823	3	-9.606097069113133	0	-inf	3	-9.425365406277288	3	-9.838655428789327
17135	group3	1	-8.867034927815874	3	-9.304650741261305	0	-inf	15	-7.605408868753578	0	-9.36173184345083
13846	group1	1	-8.887405282850175	2	-9.518760149126653	2	-9.198578752471368	5	-7.575085899140889	24	-6.414759042664113
17627	group2	1	-8.73216470531509	1	-9.522025713873159	4	-8.897897498060734	1	-9.201930673633665	4	-8.238626288639535
11998	group1	3	-8.80603944254984	13	-6.5652020451691575	0	-8.84250812958987	9	-7.551319600106169	1	-9.559338742558296
22644	group3	3	-8.265256146096801	2	-9.890308195362428	3	-8.939010109250919	2	-9.106985826395068	32	-6.51214105816498
13459	group1	2	-8.743317532193409	20	-6.443109562575433	0	-inf	7	-7.521385932490516	7	-7.968508583874709
14111	group3	1	-8.56774914823872	19	-6.53794613693185	0	-9.879450226905663	0	-9.086844191710764	18	-6.615984212731711
11162	group3	3	-8.834236634749645	51	-5.613648130086023	2	-9.009391651258465	3	-8.792386656183337	0	-9.469248548937474
23855	group1	1	-9.520885141010645	84	-5.468840343155096	3	-8.82404198964009	3	-9.093919818096525	1	-9.526947653731739
14269	group3	0	-8.783319823947755	0	-9.700513447221386	1	-8.752282574494563	3	-7.458897988996341	25	-6.302861106393549
23814	group2	0	-9.114978011322943	40	-6.3413118003438385	0	-inf	3	-8.792585867481227	0	-9.655094894231468
16597	group2	0	-9.317543709573599	1	-9.258008768191793	0	-inf	4	-7.540969575564477	5	-7.951031557544497
14686	group3	2	-9.447185321904445	1	-9.961221814334575	1	-9.14914549426829	4	-7.54785666928212	4	-8.242246083843149
17482	group3	3	-9.03519854028734	0	-9.759487342604107	0	-inf	1	-8.835147725844354	16	-6.441325647359569
19460	group3	3	-9.303732050966381	64	-5.708693084399115	2	-8.983696028611321	3	-8.778426838470475	1	-9.42116936868016
20833	group3	7	-7.980163867146688	83	-5.6792299904036465	0	-9.904413492772722	2	-9.013206488272925	1	-9.57225057436751
22184	group3	7	-8.201614050989175	0	-9.463285859192425	2	-9.748327659703245	4	-8.75098152261936	1	-9.603262419960869
44450	group3	1	-9.133465147824872	3	-9.337015723523324	1	-10.485499760509345	31	-7.43767994098009	2	-9.401121033251048
5847	group3	1	-8.645421414063474	7	-6.369965934901515	1	-9.114547966326436	1	-8.935703793981745	0	-9.512540242824812
15247	group3	2	-8.421518751470884	1	-9.30700096224401	5	-8.186848949127064	6	-7.512280631884046	1	-9.604926991005918
15156	group3	3	-9.086419685947737	35	-5.9950619655092705	3	-8.123687309137765	8	-7.473162139304555	2	-9.35910677794846
21795	group2	8	-8.07588331601605	3	-9.600994372189545	2	-9.564305041461434	9	-7.536893232904419	3	-9.588562597353702
27442	group3	4	-8.53894481592972	108	-5.593283163062221	4	-8.674002217661503	14	-7.622374095088999	1	-9.504702648149891
12488	group1	0	-9.050854556880575	1	-10.517225614891483	6	-8.369539639096772	0	-8.923527498525894	3	-8.080284828369292
28076	group1	0	-9.899649564775693	1	-9.119257460741084	2	-9.151940014286883	7	-7.501206695292966	53	-6.44886317459169
24573	group3	2	-9.482977604116245	1	-8.99926433497407	1	-9.983529001994174	3	-9.028348939034274	30	-6.841348157359353
24809	group3	0	-8.840653728609768	7	-8.902744918531674	0	-inf	17	-7.507729790179289	36	-6.456927086992454
14971	group3	0	-9.219131974510416	23	-6.5073313415358855	4	-8.287420444337428	1	-9.017222915426592	9	-7.811445273300026
10126	group3	3	-9.010376630799211	1	-9.330270114187401	3	-9.178697856112732	2	-8.913854533191214	5	-7.965350392563895
18093	group3	2	-9.393656770984157	5	-9.078303496274216	3	-9.19588045460096	6	-8.7808535040016	2	-9.38986659691028
11195	group1	1	-8.876538634430622	63	-5.376859133845921	5	-8.142752033196993	1	-9.189326367584416	19	-6.374065731559705
17325	group3	4	-9.229151019002376	0	-9.648587392034246	0	-inf	3	-9.068298360128594	24	-6.457550919763081
14484	group3	1	-9.776352937385875	39	-6.103085125951021	0	-inf	7	-7.459629207508588	2	-9.358443551917397
14437	group3	0	-9.170821625649355	0	-10.057155735647399	0	-inf	2	-8.964601550512166	1	-9.319975964055425
12119	group3	2	-9.286012943606547	27	-5.970316202682849	0	-inf	8	-7.49608415729432	3	-9.251488413984791
14524	group2	0	-9.775828819595908	1	-9.58766538937928	0	-8.763675021903598	11	-7.577391538571526	1	-9.4932525216701
23540	group3	6	-8.288411406837117	1	-9.624846295685451	4	-8.575933569379933	21	-7.351177113890368	43	-6.522265081187296
32564	group3	5	-9.038025483077515	66	-6.122174554986173	11	-8.195786006795764	17	-7.6182502576541795	53	-6.321072711087083
15066	group3	1	-9.163433039357773	16	-6.740885773531854	2	-9.071386216324827	7	-7.682198414600954	2	-9.619726452537071
13664	group3	3	-8.624812594253752	1	-9.00416985553962	2	-9.484666090679779	2	-8.651832868527388	4	-7.99554919066345
15446	group2	0	-9.041297619480838	55	-5.83048125998003	3	-8.60032061654453	11	-7.562531203685665	1	-9.252794896899324
13736	group3	0	-8.616353186756292	1	-9.103504641003376	0	-inf	7	-7.551198803065746	1	-9.291258855282823
14058	group3	0	-9.740327309640133	0	-9.761327545012106	0	-inf	5	-7.449749419720069	4	-7.824300271538172
28980	group3	1	-9.5183279337809	3	-9.71450613167507	1	-8.992553674294001	1	-8.976710906369746	1	-9.544904192484287
17784	group3	4	-8.727386204507578	51	-6.00341374708129	0	-inf	7	-8.791278311911432	29	-6.463083810373612
14778	group3	5	-8.25405131955237	1	-9.526432369700212	0	-inf	3	-8.708552194350762	1	-9.394819263141141
19799	group3	1	-8.984994236914162	48	-6.2050683708613334	1	-8.619058856233215	1	-8.970866091909398	38	-6.412909638516118
16448	group3	3	-8.891782867825366	43	-6.109971083253374	0	-inf	6	-7.555971734711731	0	-9.556640234111118
18342	group3	5	-9.411721952096679	50	-5.791345388356705	0	-inf	1	-8.517934433261257	25	-6.344499743176376
15499	group2	0	-9.014967938417625	0	-9.468503662275605	4	-8.78842881453325	3	-9.264931685548056	7	-8.086074001238808
14727	group2	2	-9.354468356820288	2	-8.797735126808215	2	-9.368902309981527	1	-9.378732301764227	6	-8.267707308142104
10187	group2	1	-9.080119057894844	20	-6.073708542087057	1	-8.972312358046791	2	-9.316226606260736	3	-7.794589252266318
17736	group1	3	-8.638859938182643	1	-9.750756242425027	1	-9.152612079716405	2	-9.225257697422666	5	-8.114269441726853
14023	group2	2	-9.999381972086667	2	-8.86387768712218	1	-9.101523267188695	0	-9.153958800318506	29	-6.349866523864361
20716	group3	3	-8.893487136802571	1	-10.20092656357719	3	-9.003522157704849	9	-7.4994355417221605	5	-7.99733410074819
13075	group3	1	-9.40227079267672	21	-6.2651213763119715	4	-8.806723833071759	2	-9.064157797471548	6	-7.822005139078621
16151	group3	0	-9.323291107690693	0	-9.846612799004507	0	-inf	7	-7.476200123085663	7	-7.954000435098315
14697	group3	5	-8.430913615359461	4	-8.676062414319482	4	-8.87738306802573	3	-8.876693966989023	1	-9.733595160622496
14990	group3	1	-8.85228016767068	37	-5.959784800576305	0	-inf	0	-9.122908726693428	20	-6.697135927087022
28681	group3	3	-8.533185185895556	2	-9.313386509628671	1	-9.618673783729273	4	-9.14357000784636	4	-9.344273657291437
9962	group3	0	-9.881887357875645	0	-9.459034103482617	0	-8.663863679177503	7	-7.431874155599496	1	-9.448092220312198
17207	group2	0	-9.205108409635834	0	-9.215637203206947	0	-9.698162377253512	4	-8.81303982294027	10	-7.970540171525896
14146	group2	2	-9.2268335623615	0	-9.617241334062296	3	-7.869585012192187	0	-9.036841895652136	12	-8.086450226412323
15919	group1	1	-9.294714835625554	1	-9.482444881187455	1	-9.361006829569053	3	-8.919486417913665	31	-6.449555333152695
10890	group1	2	-8.779882747809888	3	-9.40160736501515	0	-9.008456008645423	2	-9.110679698713257	1	-9.481642733659754
9826	group3	0	-8.552039259414522	2	-9.401125043160441	2	-8.307804182780865	2	-7.660136065258004	0	-9.24649909436387
14126	group3	1	-9.553389434940726	47	-5.622919513628987	1	-9.077773271631358	8	-7.476413435002874	20	-6.614243295373918
10698	group3	0	-9.481331282189997	1	-9.331581931884298	3	-9.61307724674956	1	-9.367122285266998	0	-9.28509317874852
16573	group3	1	-9.625978716203663	43	-5.982037358772444	0	-9.693817579543602	8	-7.621473754879325	7	-7.908090868613102
10436	group3	1	-8.426196662696615	18	-6.398090697416946	0	-8.83634930057215	5	-7.390860740631449	6	-7.665204230499635
14632	group3	0	-9.25736746103416	0	-9.798828629313219	3	-8.771294155246975	6	-7.5757822190618205	1	-9.596243543575596
13967	group3	1	-9.050690390600359	2	-9.331031695018979	0	-inf	0	-9.003620085878898	0	-9.666278908427708
20888	group2	1	-9.16610533970521	69	-5.584560732821558	0	-inf	3	-9.023189370537867	1	-9.784205489472859
15522	group1	1	-9.481828292450519	0	-9.865014058852823	2	-8.56244239373568	1	-8.878887622525765	0	-9.499066656927306
12126	group3	3	-8.813369513174777	25	-6.148204285601543	0	-inf	3	-7.568491617960606	16	-6.801167610862815
11936	group3	4	-8.808486565121397	1	-9.219988970751357	4	-8.841253720103188	6	-7.449630515258984	0	-9.557918709836578
12785	group3	1	-8.52933720772523	31	-5.7073199506470065	0	-inf	2	-8.98825247188296	0	-9.44552042697137
21602	group3	5	-9.112710041179039	1	-9.594072694874136	1	-9.218416942324575	13	-7.503398960029037	0	-9.498072687645683
21764	group3	2	-9.148543710611944	0	-9.3870194616881	1	-8.740878595834342	2	-9.232174615714577	6	-8.081156891277788
14947	group1	2	-9.292760873388856	32	-6.072982205470043	9	-8.256249947171982	1	-8.553531341671103	6	-8.161751859665495
6981	group3	1	-8.255929216613461	0	-9.372229016070564	0	-9.378319405910746	3	-7.510286261281397	1	-7.948732627776341
12406	group3	3	-8.496216507300938	1	-9.879255761269516	0	-inf	1	-9.35475077296254	1	-9.598449857015611
20524	group3	4	-9.020192603941808	0	-9.776898263430889	0	-inf	10	-7.43137577699685	3	-9.560652454925245
14329	group3	1	-8.675513196989975	0	-9.582064511566047	12	-7.1873562569267495	1	-9.546595243802862	0	-9.733700949442126
14897	group2	1	-9.292921873686808	23	-6.472149137850856	2	-9.186510390170842	0	-9.187593611056995	25	-6.457186298179084
12317	group3	1	-7.972762619007346	0	-9.287599478598437	2	-8.35026040716221	0	-9.153596409197238	0	-9.3157429944077
19309	group3	1	-9.295783125133363	2	-9.043247258200246	6	-8.032578205400288	13	-7.549430738872153	1	-9.579882818297197
16936	group3	1	-9.189844477725124	1	-9.537120525743479	3	-8.520426508982423	11	-7.560964641200882	27	-6.7606881633339615
18631	group3	0	-9.185515758947403	4	-9.849411226187545	4	-8.825744999841435	11	-7.400352570753713	2	-9.408146590432434
15026	group1	3	-8.149382517328462	1	-9.39090211371704	2	-8.615395403856722	1	-8.849248259160207	1	-8.103649419641133
13561	group3	2	-8.926198782006596	23	-6.63755627694138	1	-8.30891163059008	4	-7.554802646593057	0	-9.59866224562787
22374	group3	3	-8.45779071828356	28	-6.450250156945517	0	-10.300088685235572	6	-9.167915204135193	10	-7.975050505137478
23730	group2	4	-9.05504847915933	1	-9.520965213990786	3	-8.747940312761514	2	-8.99830662516648	6	-7.990266276273199
17352	group1	0	-9.606487485588318	2	-9.135470476276298	2	-9.181492056758154	3	-7.48222466772355	11	-7.91929063441725
17503	group3	2	-8.61225991306399	38	-6.117070499564865	1	-9.326384716026968	12	-7.621384651392402	1	-9.489372166142749
18978	group3	3	-9.313228273165025	3	-8.910702261809595	1	-8.920651355736037	1	-8.928600369256989	5	-7.963641802956835
16021	group2	3	-9.659261255702274	14	-7.126342640876118	0	-inf	11	-7.502707772328868	30	-6.569972180856793
15588	group3	3	-9.208037772080091	2	-8.542160558938836	3	-8.890444727048463	3	-8.795622466798486	5	-7.946230613783053
13425	group3	1	-8.684171449504563	1	-10.330202420391025	4	-8.733360652819364	7	-7.531794260799948	11	-6.876385226834688
20067	group2	3	-8.117857470593721	0	-9.746492628425598	6	-9.274879492066557	4	-9.480408195774011	1	-9.405489979892414
13196	group1	1	-9.693738967247468	42	-5.808495710066461	4	-8.417994162448439	14	-7.462503118562602	1	-9.54107025706573
12448	group2	0	-10.0995289954844	3	-9.548041228254867	0	-inf	7	-7.280650192319594	3	-9.622283020412432
13861	group3	7	-8.53492150130415	57	-5.450195686926098	1	-10.03162542302572	5	-7.690103927970934	0	-9.151218441401621
13885	group3	1	-8.84997437052533	34	-6.121081007781605	1	-9.471096909856149	1	-8.929240305008623	5	-7.802389850171443
16088	group2	2	-9.281736455286744	19	-6.5547540004404	0	-inf	4	-9.364421264637976	7	-8.138379288705972
13222	group3	4	-8.7908190416832	1	-9.12317103531234	0	-inf	7	-7.596558851947067	2	-9.529772723080452
15363	group3	5	-8.635278463109506	0	-9.175181910906007	1	-9.597670157332432	4	-8.672582221894347	25	-6.653153354129958
18710	group3	3	-8.043965626731453	0	-9.482032909998294	5	-8.93754292749802	7	-7.532785993509478	8	-7.98568266160647
15900	group3	3	-9.065170966141004	13	-6.833488563940348	3	-9.242249176752866	3	-9.22734665718546	1	-9.414759042664112
16882	group2	4	-8.360099914184678	33	-5.887341098895008	3	-8.727880496545325	0	-9.20547485388182	6	-7.944539477530426
21228	group3	0	-9.225877970797544	68	-5.794012155382446	2	-9.387823753749991	5	-8.84889154577695	1	-9.51214105816498
10930	group3	0	-9.254834370306874	0	-9.129192976730566	0	-inf	11	-7.486532322089196	0	-9.61598421273171
16142	group1	1	-8.788113284902748	2	-9.784347568638287	5	-8.35110255871097	11	-7.6442625573613565	1	-8.175295600943244
25223	group2	4	-9.55748375209775	2	-9.692266667269438	0	-inf	3	-9.010196880087111	3	-9.302861106393548
20791	group3	1	-9.650979513007982	50	-5.971207174707424	4	-8.624696076726392	2	-9.030858783844192	4	-8.134581844439818
19479	group3	3	-8.518403451429789	4	-9.361139091546699	0	-9.254779845508288	5	-8.79412733099055	5	-8.042572257160696
9404	group2	1	-9.9815375339743	26	-5.6518194246620705	1	-9.845995133290831	6	-7.504942835739237	13	-6.570471294282948
11483	group3	2	-8.943325872413354	28	-6.336210210468338	0	-9.59504783082139	3	-7.582378340317428	16	-6.501163768149888
6113	group3	0	-9.162371132020484	0	-10.040337637105127	0	-9.775990884863063	0	-9.148292216616458	10	-6.580979058601619
17828	group3	1	-9.186510096157528	4	-8.730632003036398	0	-inf	9	-7.4935168193751265	30	-6.638665626018108
12516	group1	1	-9.666152646758214	0	-9.903982493305847	3	-8.378767675960198	9	-7.593254287413367	4	-8.072980531706225
11821	group3	1	-10.017951217503494	2	-10.0719004154484	1	-8.621236786410204	13	-7.224519715068606	6	-7.824762244704894
13777	group3	0	-9.330454238030036	2	-9.351652432165968	2	-9.635744160894815	10	-7.479273889393865	8	-7.972722174470591
18031	group3	0	-9.582609001015019	1	-10.460373863550172	4	-8.055983872648717	8	-7.430180637328826	3	-9.441325647359568
17561	group3	2	-9.21270951240248	1	-9.723641858949076	0	-9.148161231109885	8	-7.7304909929575185	7	-7.55278929876582
17350	group1	1	-8.95598195193756	0	-9.592653105491829	0	-10.129230766731569	4	-7.5804489378295195	4	-8.048718311709491
7745	group2	0	-9.37088011575127	1	-8.873216372882302	0	-inf	4	-7.5167452689591	0	-9.44886317459169
16573	group3	0	-9.536262650995479	9	-7.995284405721713	0	-inf	11	-7.331902094588127	0	-9.841348157359354
17469	group3	0	-8.854979317822247	2	-9.424176453868156	2	-8.455223856490743	1	-9.182893923602645	5	-8.03913323484121
16601	group1	1	-9.380917345289225	34	-6.126272941119765	0	-inf	9	-7.5828528992274	18	-6.635154140510986
14892	group1	0	-9.479765911447467	1	-10.14911917723376	4	-8.34680648414424	10	-7.4630615023152505	38	-6.27016805196226
22520	group3	2	-9.149576635430424	2	-9.379481396536796	0	-inf	10	-7.589412049538441	26	-6.570597127187008
15248	group3	4	-8.857254281919088	37	-5.862124454911238	2	-8.996464130883508	4	-8.70105771226114	4	-7.653971879836889
16115	group2	7	-7.945625785000686	0	-9.178522878087445	1	-9.44919950785111	8	-7.513031055498786	23	-6.514685071232245
